Landsat Product Identifier L2;Landsat Product Identifier L1;Landsat Scene Identifier;Date Acquired;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date Product Generated L2;Date Product Generated L1;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover L1;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model;Geometric RMSE Model X;Geometric RMSE Model Y;Processing Software Version;Sun Elevation L0RA;Sun Azimuth L0RA;TIRS SSM Model;Data Type L2;Sensor Identifier;Satellite;Product Map Projection L1;UTM Zone;Datum;Ellipsoid;Scene Center Lat DMS;Scene Center Long DMS;Corner Upper Left Lat DMS;Corner Upper Left Long DMS;Corner Upper Right Lat DMS;Corner Upper Right Long DMS;Corner Lower Left Lat DMS;Corner Lower Left Long DMS;Corner Lower Right Lat DMS;Corner Lower Right Long DMS;Scene Center Latitude;Scene Center Longitude;Corner Upper Left Latitude;Corner Upper Left Longitude;Corner Upper Right Latitude;Corner Upper Right Longitude;Corner Lower Left Latitude;Corner Lower Left Longitude;Corner Lower Right Latitude;Corner Lower Right Longitude;Display ID;Entity ID
LC09_L2SP_196028_20220221_20230427_02_T1;LC09_L1TP_196028_20220221_20230427_02_T1;LC91960282022052LGN01;21/02/2022;T1;2;196;28;196;28;NADIR;   0.000;27/04/2023;27/04/2023;21/02/2022 10:22;21/02/2022 10:23;LGN;DAY;  85.63;  85.63;51;5;    7.996;    5.216;    6.061;LPGS_16.2.0;30.20535448;155.08746345;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'46.16""N";"5°51'34.56""E";"47°05'52.58""N";"4°24'02.84""E";"47°01'15.67""N";"7°25'22.51""E";"45°00'21.53""N";"4°20'55.90""E";"44°56'03.98""N";"7°15'34.31""E"; 46.02949;   5.85960; 47.09794;   4.40079; 47.02102;   7.42292; 45.00598;   4.34886; 44.93444;   7.25953;LC09_L2SP_196028_20220221_20230427_02_T1;LC91960282022052LGN01
LC09_L2SP_196029_20220221_20230427_02_T1;LC09_L1TP_196029_20220221_20230427_02_T1;LC91960292022052LGN01;21/02/2022;T1;2;196;29;196;29;NADIR;   0.000;27/04/2023;27/04/2023;21/02/2022 10:23;21/02/2022 10:23;LGN;DAY;  60.30;  60.30;568;5;    6.077;    3.627;    4.877;LPGS_16.2.0;31.36506033;154.27158913;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'29.56""N";"5°20'37.79""E";"45°40'18.91""N";"3°54'36.97""E";"45°36'37.01""N";"6°51'37.12""E";"43°34'25.28""N";"3°52'41.02""E";"43°30'58.93""N";"6°43'26.65""E"; 44.60821;   5.34383; 45.67192;   3.91027; 45.61028;   6.86031; 43.57369;   3.87806; 43.51637;   6.72407;LC09_L2SP_196029_20220221_20230427_02_T1;LC91960292022052LGN01
LC08_L2SP_195028_20220222_20220301_02_T1;LC08_L1TP_195028_20220222_20220301_02_T1;LC81950282022053LGN00;22/02/2022;T1;2;195;28;195;28;NADIR;   0.000;01/03/2022;01/03/2022;2022-02-22 10:16:40.307361;2022-02-22 10:17:12.077361;LGN;DAY;  13.60;  13.60;501;5;    7.510;    4.939;    5.658;LPGS_15.6.0;30.55542084;154.98008387;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'47.28""N";"7°24'55.04""E";"47°04'33.02""N";"5°49'12.47""E";"47°07'11.96""N";"8°56'45.42""E";"44°54'48.85""N";"5°56'30.26""E";"44°57'16.27""N";"8°56'52.87""E"; 46.02980;   7.41529; 47.07584;   5.82013; 47.11999;   8.94595; 44.91357;   5.94174; 44.95452;   8.94802;LC08_L2SP_195028_20220222_20220301_02_T1;LC81950282022053LGN00
LC08_L2SP_195029_20220222_20220301_02_T1;LC08_L1TP_195029_20220222_20220301_02_T1;LC81950292022053LGN00;22/02/2022;T1;2;195;29;195;29;NADIR;   0.000;01/03/2022;01/03/2022;2022-02-22 10:17:04.194165;2022-02-22 10:17:35.964165;LGN;DAY;  10.15;   9.92;1208;5;    5.925;    3.738;    4.596;LPGS_15.6.0;31.71379477;154.15526086;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'28.94""N";"6°53'57.48""E";"45°38'56.98""N";"5°20'09.38""E";"45°42'22.68""N";"8°23'04.70""E";"43°29'04.96""N";"5°28'10.31""E";"43°32'15.76""N";"8°24'25.67""E"; 44.60804;   6.89930; 45.64916;   5.33594; 45.70630;   8.38464; 43.48471;   5.46953; 43.53771;   8.40713;LC08_L2SP_195029_20220222_20220301_02_T1;LC81950292022053LGN00
LC08_L2SP_195030_20220222_20220301_02_T1;LC08_L1TP_195030_20220222_20220301_02_T1;LC81950302022053LGN00;22/02/2022;T1;2;195;30;195;30;NADIR;   0.000;01/03/2022;01/03/2022;2022-02-22 10:17:28.076733;2022-02-22 10:17:59.846733;LGN;DAY;   0.90;   0.36;1115;5;    4.244;    2.848;    3.147;LPGS_15.6.0;32.86397098;153.32022800;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'04.70""N";"6°24'11.52""E";"44°13'14.99""N";"4°52'11.86""E";"44°17'22.88""N";"7°50'35.20""E";"42°03'15.52""N";"5°00'48.56""E";"42°07'05.41""N";"7°53'00.38""E"; 43.18464;   6.40320; 44.22083;   4.86996; 44.28969;   7.84311; 42.05431;   5.01349; 42.11817;   7.88344;LC08_L2SP_195030_20220222_20220301_02_T1;LC81950302022053LGN00
LC09_L2SP_199027_20220226_20230426_02_T1;LC09_L1TP_199027_20220226_20230426_02_T1;LC91990272022057LGN01;26/02/2022;T1;2;199;27;199;27;NADIR;   0.000;26/04/2023;26/04/2023;26/02/2022 10:41;26/02/2022 10:41;LGN;DAY;   0.00;   0.00;689;5;    8.358;    4.898;    6.772;LPGS_16.2.0;30.85959795;155.48513812;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"47°26'56.54""N";"1°46'25.07""E";"48°29'46.03""N";"0°08'18.10""E";"48°31'52.18""N";"3°21'17.60""E";"46°20'11.29""N";"0°15'11.27""E";"46°22'08.29""N";"3°20'26.27""E"; 47.44904;   1.77363; 48.49612;   0.13836; 48.53116;   3.35489; 46.33647;   0.25313; 46.36897;   3.34063;LC09_L2SP_199027_20220226_20230426_02_T1;LC91990272022057LGN01
LC09_L2SP_199028_20220226_20230426_02_T1;LC09_L1TP_199028_20220226_20230426_02_T1;LC91990282022057LGN01;26/02/2022;T1;2;199;28;199;28;NADIR;  -0.001;26/04/2023;26/04/2023;26/02/2022 10:41;26/02/2022 10:41;LGN;DAY;   0.00;   0.00;988;5;    7.211;    4.253;    5.824;LPGS_16.2.0;32.02028563;154.63356071;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'46.24""N";"1°14'09.53""E";"47°04'13.94""N";"0°21'55.01""W";"47°07'11.17""N";"2°46'04.73""E";"44°54'31.14""N";"0°14'11.80""W";"44°57'15.55""N";"2°46'36.73""E"; 46.02951;   1.23598; 47.07054;  -0.36528; 47.11977;   2.76798; 44.90865;  -0.23661; 44.95432;   2.77687;LC09_L2SP_199028_20220226_20230426_02_T1;LC91990282022057LGN01
LC08_L2SP_198027_20220227_20220309_02_T1;LC08_L1TP_198027_20220227_20220309_02_T1;LC81980272022058LGN00;27/02/2022;T1;2;198;27;198;27;NADIR;   0.000;09/03/2022;09/03/2022;2022-02-27 10:34:48.57019;2022-02-27 10:35:20.34019;LGN;DAY;   0.00;   0.00;925;5;    7.864;    5.111;    5.977;LPGS_15.6.0;31.22519944;155.38926743;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.08""N";"3°18'41.22""E";"48°30'30.64""N";"1°43'48.04""E";"48°29'59.03""N";"4°54'21.74""E";"46°22'06.13""N";"1°46'49.80""E";"46°21'36.79""N";"4°49'49.04""E"; 47.44919;   3.31145; 48.50851;   1.73001; 48.49973;   4.90604; 46.36837;   1.78050; 46.36022;   4.83029;LC08_L2SP_198027_20220227_20220309_02_T1;LC81980272022058LGN00
LC08_L2SP_198028_20220227_20220309_02_T1;LC08_L1TP_198028_20220227_20220309_02_T1;LC81980282022058LGN00;27/02/2022;T1;2;198;28;198;28;NADIR;   0.000;09/03/2022;09/03/2022;2022-02-27 10:35:12.456994;2022-02-27 10:35:44.226994;LGN;DAY;   0.10;   0.10;895;5;    7.562;    4.660;    5.956;LPGS_15.6.0;32.38448417;154.52850323;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.09""N";"2°46'24.96""E";"47°05'04.42""N";"1°13'07.75""E";"47°05'26.99""N";"4°19'03.32""E";"44°56'20.33""N";"1°17'11.11""E";"44°56'41.28""N";"4°16'03.25""E"; 46.02947;   2.77360; 47.08456;   1.21882; 47.09083;   4.31759; 44.93898;   1.28642; 44.94480;   4.26757;LC08_L2SP_198028_20220227_20220309_02_T1;LC81980282022058LGN00
LC08_L2SP_198029_20220227_20220309_02_T1;LC08_L1TP_198029_20220227_20220309_02_T1;LC81980292022058LGN00;27/02/2022;T1;2;198;29;198;29;NADIR;   0.000;09/03/2022;09/03/2022;2022-02-27 10:35:36.335326;2022-02-27 10:36:08.105325;LGN;DAY;  15.34;  15.34;736;5;    6.926;    4.469;    5.291;LPGS_15.6.0;33.53520099;153.65900013;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.48""N";"2°15'28.12""E";"45°39'30.46""N";"0°43'59.48""E";"45°40'42.49""N";"3°45'08.78""E";"43°30'36.94""N";"0°48'54.76""E";"43°31'43.82""N";"3°43'30.68""E"; 44.60819;   2.25781; 45.65846;   0.73319; 45.67847;   3.75244; 43.51026;   0.81521; 43.52884;   3.72519;LC08_L2SP_198029_20220227_20220309_02_T1;LC81980292022058LGN00
LC09_L2SP_197028_20220228_20230426_02_T1;LC09_L1TP_197028_20220228_20230426_02_T1;LC91970282022059LGN01;28/02/2022;T1;2;197;28;197;28;NADIR;  -0.001;26/04/2023;26/04/2023;28/02/2022 10:29;28/02/2022 10:29;LGN;DAY;   0.11;   0.11;1069;5;    6.907;    4.288;    5.414;LPGS_16.2.0;32.76045801;154.46063554;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'47.50""N";"4°19'50.41""E";"47°05'24.61""N";"2°49'24.42""E";"47°03'14.26""N";"5°53'05.71""E";"44°58'23.92""N";"2°49'48.22""E";"44°56'22.81""N";"5°46'37.20""E"; 46.02986;   4.33067; 47.09017;   2.82345; 47.05396;   5.88492; 44.97331;   2.83006; 44.93967;   5.77700;LC09_L2SP_197028_20220228_20230426_02_T1;LC91970282022059LGN01
LC09_L2SP_197029_20220228_20230426_02_T1;LC09_L1TP_197029_20220228_20230426_02_T1;LC91970292022059LGN01;28/02/2022;T1;2;197;29;197;29;NADIR;   0.000;26/04/2023;26/04/2023;28/02/2022 10:29;28/02/2022 10:29;LGN;DAY;   7.80;   7.80;970;5;    6.076;    3.897;    4.662;LPGS_16.2.0;33.91055446;153.58181008;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'28.98""N";"3°48'53.53""E";"45°39'55.84""N";"2°20'06.07""E";"45°38'37.79""N";"5°19'21.65""E";"43°32'34.26""N";"2°21'31.72""E";"43°31'21.76""N";"5°14'22.85""E"; 44.60805;   3.81487; 45.66551;   2.33502; 45.64383;   5.32268; 43.54285;   2.35881; 43.52271;   5.23968;LC09_L2SP_197029_20220228_20230426_02_T1;LC91970292022059LGN01
LC08_L2SP_196028_20220301_20220309_02_T1;LC08_L1TP_196028_20220301_20220309_02_T1;LC81960282022060LGN00;01/03/2022;T1;2;196;28;196;28;NADIR;   0.000;09/03/2022;09/03/2022;2022-03-01 10:22:50.55731;2022-03-01 10:23:22.32731;LGN;DAY;  11.57;  11.57;893;5;    7.236;    4.701;    5.501;LPGS_15.6.0;33.12932509;154.35578988;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.63""N";"5°51'38.56""E";"47°06'02.12""N";"4°24'17.32""E";"47°01'25.36""N";"7°25'23.34""E";"45°00'11.66""N";"4°21'09.40""E";"44°55'54.30""N";"7°15'33.59""E"; 46.02962;   5.86071; 47.10059;   4.40481; 47.02371;   7.42315; 45.00324;   4.35261; 44.93175;   7.25933;LC08_L2SP_196028_20220301_20220309_02_T1;LC81960282022060LGN00
LC08_L2SP_196029_20220301_20220309_02_T1;LC08_L1TP_196029_20220301_20220309_02_T1;LC81960292022060LGN00;01/03/2022;T1;2;196;29;196;29;NADIR;   0.000;09/03/2022;09/03/2022;2022-03-01 10:23:14.439878;2022-03-01 10:23:46.209878;LGN;DAY;  16.63;  16.63;1105;5;    5.918;    3.914;    4.439;LPGS_15.6.0;34.27737191;153.46723204;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.30""N";"5°20'41.24""E";"45°40'28.52""N";"3°54'51.01""E";"45°36'46.73""N";"6°51'37.80""E";"43°34'25.18""N";"3°52'54.41""E";"43°30'58.93""N";"6°43'26.65""E"; 44.60814;   5.34479; 45.67459;   3.91417; 45.61298;   6.86050; 43.57366;   3.88178; 43.51637;   6.72407;LC08_L2SP_196029_20220301_20220309_02_T1;LC81960292022060LGN00
LC08_L2SP_199027_20220306_20220314_02_T1;LC08_L1TP_199027_20220306_20220314_02_T1;LC81990272022065LGN00;06/03/2022;T1;2;199;27;199;27;NADIR;   0.000;14/03/2022;14/03/2022;2022-03-06 10:40:57.989471;2022-03-06 10:41:29.75947;LGN;DAY;   8.41;   8.41;553;5;    7.959;    4.865;    6.298;LPGS_15.6.0;33.89173261;154.86313585;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.66""N";"1°45'21.13""E";"48°29'54.31""N";"0°07'19.16""E";"48°32'02.08""N";"3°20'19.14""E";"46°20'09.96""N";"0°14'15.18""E";"46°22'08.44""N";"3°19'30.11""E"; 47.44935;   1.75587; 48.49842;   0.12199; 48.53391;   3.33865; 46.33610;   0.23755; 46.36901;   3.32503;LC08_L2SP_199027_20220306_20220314_02_T1;LC81990272022065LGN00
LC08_L2SP_199028_20220306_20220314_02_T1;LC08_L1TP_199028_20220306_20220314_02_T1;LC81990282022065LGN00;06/03/2022;T1;2;199;28;199;28;NADIR;   0.000;14/03/2022;14/03/2022;2022-03-06 10:41:21.876274;2022-03-06 10:41:53.646274;LGN;DAY;   4.16;   4.16;908;5;    7.293;    4.636;    5.631;LPGS_15.6.0;35.04252793;153.93686897;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.49""N";"1°13'05.27""E";"47°04'21.54""N";"0°23'06.61""W";"47°07'20.75""N";"2°44'53.48""E";"44°54'29.20""N";"0°15'20.09""W";"44°57'15.41""N";"2°45'28.26""E"; 46.02958;   1.21813; 47.07265;  -0.38517; 47.12243;   2.74819; 44.90811;  -0.25558; 44.95428;   2.75785;LC08_L2SP_199028_20220306_20220314_02_T1;LC81990282022065LGN00
LC09_L2SP_198027_20220307_20230425_02_T1;LC09_L1TP_198027_20220307_20230425_02_T1;LC91980272022066LGN01;07/03/2022;T1;2;198;27;198;27;NADIR;   0.000;25/04/2023;25/04/2023;07/03/2022 10:34;07/03/2022 10:35;LGN;DAY;   4.20;   4.20;931;5;    7.100;    4.711;    5.311;LPGS_16.2.0;34.28465892;154.81569716;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"47°26'56.08""N";"3°18'41.33""E";"48°30'20.74""N";"1°43'33.67""E";"48°29'49.31""N";"4°54'21.35""E";"46°22'05.99""N";"1°46'35.76""E";"46°21'36.79""N";"4°49'49.04""E"; 47.44891;   3.31148; 48.50576;   1.72602; 48.49703;   4.90593; 46.36833;   1.77660; 46.36022;   4.83029;LC09_L2SP_198027_20220307_20230425_02_T1;LC91980272022066LGN01
LC09_L2SP_198028_20220307_20230425_02_T1;LC09_L1TP_198028_20220307_20230425_02_T1;LC91980282022066LGN01;07/03/2022;T1;2;198;28;198;28;NADIR;   0.000;25/04/2023;25/04/2023;07/03/2022 10:35;07/03/2022 10:35;LGN;DAY;   1.51;   1.51;883;5;    6.835;    4.128;    5.448;LPGS_16.2.0;35.43421956;153.88052427;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'47.24""N";"2°46'27.37""E";"47°04'54.70""N";"1°13'08.08""E";"47°05'17.27""N";"4°19'03.07""E";"44°56'30.05""N";"1°17'10.82""E";"44°56'51""N";"4°16'03.47""E"; 46.02979;   2.77427; 47.08186;   1.21891; 47.08813;   4.31752; 44.94168;   1.28634; 44.94750;   4.26763;LC09_L2SP_198028_20220307_20230425_02_T1;LC91980282022066LGN01
LC09_L2SP_198029_20220307_20230425_02_T1;LC09_L1TP_198029_20220307_20230425_02_T1;LC91980292022066LGN01;07/03/2022;T1;2;198;29;198;29;NADIR;   0.000;25/04/2023;25/04/2023;07/03/2022 10:35;07/03/2022 10:36;LGN;DAY;   8.20;   8.20;841;5;    6.503;    3.882;    5.217;LPGS_16.2.0;36.57440419;152.93210966;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'30.35""N";"2°15'31.36""E";"45°39'20.74""N";"0°43'59.88""E";"45°40'32.77""N";"3°45'08.68""E";"43°30'46.66""N";"0°48'54.43""E";"43°31'53.54""N";"3°43'30.83""E"; 44.60843;   2.25871; 45.65576;   0.73330; 45.67577;   3.75241; 43.51296;   0.81512; 43.53154;   3.72523;LC09_L2SP_198029_20220307_20230425_02_T1;LC91980292022066LGN01
LC08_L2SP_197028_20220308_20220315_02_T1;LC08_L1TP_197028_20220308_20220315_02_T1;LC81970282022067LGN00;08/03/2022;T1;2;197;28;197;28;NADIR;   0.000;15/03/2022;15/03/2022;2022-03-08 10:28:59.574177;2022-03-08 10:29:31.344176;LGN;DAY;   0.70;   0.70;1017;5;    6.257;    3.959;    4.845;LPGS_15.6.0;35.81522394;153.77754453;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.99""N";"4°18'24.37""E";"47°05'34.19""N";"2°47'58.99""E";"47°03'26.10""N";"5°51'41""E";"44°58'14.09""N";"2°48'26.06""E";"44°56'15.07""N";"5°45'14.69""E"; 46.02972;   4.30677; 47.09283;   2.79972; 47.05725;   5.86139; 44.97058;   2.80724; 44.93752;   5.75408;LC08_L2SP_197028_20220308_20220315_02_T1;LC81970282022067LGN00
LC08_L2SP_197029_20220308_20220315_02_T1;LC08_L1TP_197029_20220308_20220315_02_T1;LC81970292022067LGN00;08/03/2022;T1;2;197;29;197;29;NADIR;   0.000;15/03/2022;15/03/2022;2022-03-08 10:29:23.452508;2022-03-08 10:29:55.222508;LGN;DAY;  54.84;  54.84;409;5;    5.981;    3.803;    4.616;LPGS_15.6.0;36.95358538;152.81825894;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.46""N";"3°47'27.89""E";"45°39'55.37""N";"2°18'42.91""E";"45°38'39.77""N";"5°17'44.70""E";"43°32'33.79""N";"2°20'11.51""E";"43°31'23.56""N";"5°12'49.36""E"; 44.60846;   3.79108; 45.66538;   2.31192; 45.64438;   5.29575; 43.54272;   2.33653; 43.52321;   5.21371;LC08_L2SP_197029_20220308_20220315_02_T1;LC81970292022067LGN00
LC09_L2SP_196028_20220309_20230425_02_T1;LC09_L1TP_196028_20220309_20230425_02_T1;LC91960282022068LGN01;09/03/2022;T1;2;196;28;196;28;NADIR;   0.000;25/04/2023;25/04/2023;09/03/2022 10:22;09/03/2022 10:23;LGN;DAY;   2.16;   2.16;924;5;    7.074;    4.879;    5.122;LPGS_16.2.0;36.21048181;153.72432861;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"46°01'46.85""N";"5°51'39.17""E";"47°05'52.40""N";"4°24'17.06""E";"47°01'15.67""N";"7°25'22.51""E";"45°00'21.38""N";"4°21'09.61""E";"44°56'03.98""N";"7°15'34.31""E"; 46.02968;   5.86088; 47.09789;   4.40474; 47.02102;   7.42292; 45.00594;   4.35267; 44.93444;   7.25953;LC09_L2SP_196028_20220309_20230425_02_T1;LC91960282022068LGN01
LC09_L2SP_196029_20220309_20230425_02_T1;LC09_L1TP_196029_20220309_20230425_02_T1;LC91960292022068LGN01;09/03/2022;T1;2;196;29;196;29;NADIR;  -0.001;25/04/2023;25/04/2023;09/03/2022 10:23;09/03/2022 10:23;LGN;DAY;  20.25;  20.25;877;5;    6.169;    4.280;    4.443;LPGS_16.2.0;37.34821487;152.75439537;N/A;OLI_TIRS_L2SP;OLI_TIRS;9;UTM;31;WGS84;WGS84;"44°36'29.05""N";"5°20'42.43""E";"45°40'18.91""N";"3°54'36.97""E";"45°36'37.01""N";"6°51'37.12""E";"43°34'25.28""N";"3°52'41.02""E";"43°30'58.93""N";"6°43'26.65""E"; 44.60807;   5.34512; 45.67192;   3.91027; 45.61028;   6.86031; 43.57369;   3.87806; 43.51637;   6.72407;LC09_L2SP_196029_20220309_20230425_02_T1;LC91960292022068LGN01
LC08_L2SP_195028_20220310_20220315_02_T1;LC08_L1TP_195028_20220310_20220315_02_T1;LC81950282022069LGN00;10/03/2022;T1;2;195;28;195;28;NADIR;   0.000;15/03/2022;15/03/2022;2022-03-10 10:16:37.149189;2022-03-10 10:17:08.919189;LGN;DAY;   2.75;   2.75;715;5;    6.885;    4.652;    5.075;LPGS_15.6.0;36.59383902;153.62165554;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.81""N";"7°23'46.32""E";"47°04'31.04""N";"5°48'01.48""E";"47°07'11.93""N";"8°55'34.25""E";"44°54'47.02""N";"5°55'21.97""E";"44°57'16.24""N";"8°55'44.40""E"; 46.02967;   7.39620; 47.07529;   5.80041; 47.11998;   8.92618; 44.91306;   5.92277; 44.95451;   8.92900;LC08_L2SP_195028_20220310_20220315_02_T1;LC81950282022069LGN00
LC08_L2SP_195029_20220310_20220315_02_T1;LC08_L1TP_195029_20220310_20220315_02_T1;LC81950292022069LGN00;10/03/2022;T1;2;195;29;195;29;NADIR;   0.000;15/03/2022;15/03/2022;2022-03-10 10:17:01.031757;2022-03-10 10:17:32.801756;LGN;DAY;  12.90;  12.62;1116;5;    5.928;    3.974;    4.399;LPGS_15.6.0;37.72982124;152.64073378;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.27""N";"6°52'49.80""E";"45°38'54.74""N";"5°19'00.23""E";"45°42'22.28""N";"8°21'55.33""E";"43°29'02.87""N";"5°27'03.67""E";"43°32'15.40""N";"8°23'18.85""E"; 44.60813;   6.88050; 45.64854;   5.31673; 45.70619;   8.36537; 43.48413;   5.45102; 43.53761;   8.38857;LC08_L2SP_195029_20220310_20220315_02_T1;LC81950292022069LGN00
LC08_L2SP_195030_20220310_20220315_02_T1;LC08_L1TP_195030_20220310_20220315_02_T1;LC81950302022069LGN00;10/03/2022;T1;2;195;30;195;30;NADIR;   0.000;15/03/2022;15/03/2022;2022-03-10 10:17:24.914325;2022-03-10 10:17:56.684324;LGN;DAY;  40.53;  36.17;747;5;    5.302;    3.571;    3.920;LPGS_15.6.0;38.85485079;151.64110682;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.28""N";"6°23'04.20""E";"44°13'12.04""N";"4°50'50.93""E";"44°17'22.20""N";"7°49'27.55""E";"42°03'12.78""N";"4°59'30.44""E";"42°07'04.76""N";"7°51'55.08""E"; 43.18480;   6.38450; 44.22001;   4.84748; 44.28950;   7.82432; 42.05355;   4.99179; 42.11799;   7.86530;LC08_L2SP_195030_20220310_20220315_02_T1;LC81950302022069LGN00
LC08_L2SP_198027_20220315_20220322_02_T1;LC08_L1TP_198027_20220315_20220322_02_T1;LC81980272022074LGN00;15/03/2022;T1;2;198;27;198;27;NADIR;   0.000;22/03/2022;22/03/2022;2022-03-15 10:34:43.069336;2022-03-15 10:35:14.839335;LGN;DAY;  48.61;  48.61;51;5;    8.985;    6.344;    6.362;LPGS_15.6.0;37.43139450;154.26035428;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.44""N";"3°17'58.92""E";"48°30'30.13""N";"1°43'04.19""E";"48°29'59.75""N";"4°53'37.90""E";"46°22'05.70""N";"1°46'07.68""E";"46°21'37.48""N";"4°49'06.96""E"; 47.44929;   3.29970; 48.50837;   1.71783; 48.49993;   4.89386; 46.36825;   1.76880; 46.36041;   4.81860;LC08_L2SP_198027_20220315_20220322_02_T1;LC81980272022074LGN00
LC08_L2SP_198028_20220315_20220322_02_T1;LC08_L1TP_198028_20220315_20220322_02_T1;LC81980282022074LGN00;15/03/2022;T1;2;198;28;198;28;NADIR;   0.000;22/03/2022;22/03/2022;2022-03-15 10:35:06.956139;2022-03-15 10:35:38.726139;LGN;DAY;  19.72;  19.72;315;5;    7.372;    4.870;    5.534;LPGS_15.6.0;38.57213184;153.24011988;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.24""N";"2°45'43.38""E";"47°05'03.73""N";"1°12'25.09""E";"47°05'27.49""N";"4°18'20.63""E";"44°56'19.72""N";"1°16'30.04""E";"44°56'41.75""N";"4°15'22.21""E"; 46.02951;   2.76205; 47.08437;   1.20697; 47.09097;   4.30573; 44.93881;   1.27501; 44.94493;   4.25617;LC08_L2SP_198028_20220315_20220322_02_T1;LC81980282022074LGN00
LC08_L2SP_198029_20220315_20220322_02_T1;LC08_L1TP_198029_20220315_20220322_02_T1;LC81980292022074LGN00;15/03/2022;T1;2;198;29;198;29;NADIR;   0.000;22/03/2022;22/03/2022;2022-03-15 10:35:30.838707;2022-03-15 10:36:02.608707;LGN;DAY;  34.92;  34.92;424;5;    7.363;    4.767;    5.611;LPGS_15.6.0;39.70155271;152.20213768;FINAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'28.91""N";"2°14'46.54""E";"45°39'29.63""N";"0°43'17.94""E";"45°40'42.78""N";"3°44'27.20""E";"43°30'36.18""N";"0°48'14.72""E";"43°31'44.08""N";"3°42'50.62""E"; 44.60803;   2.24626; 45.65823;   0.72165; 45.67855;   3.74089; 43.51005;   0.80409; 43.52891;   3.71406;LC08_L2SP_198029_20220315_20220322_02_T1;LC81980292022074LGN00
